OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName
21MICH,Michigan Department of Environmental Quality,21MICH-080247,"THORNAPPLE RIVER UPSTREAM HASTINGS WWTP; HASTINGS TOWNSHIP,",River/Stream,NA,04050007,NA,NA,NA,NA,42.64991,-85.29735,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,015,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-110157,"PAW PAW RIVER AT BUNDY ROAD; HAGAR TOWNSHIP, SEC 24",River/Stream,NA,04050001,NA,NA,NA,NA,42.19827,-86.34184,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,021,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-110628,ST. JOSEPH RIVER - OFF ZOLLAR ROAD. NEAR RIVER VIEW PARK,River/Stream,NA,04050001,NA,NA,NA,NA,42.06333,-86.44888,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,021,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-110683,GALIEN RIVER DOWNSTREAM NEW BUFFALO WWTP; NEW BUFFALO TOWNSH,River/Stream,NA,04040001,NA,NA,NA,NA,41.81056,-86.71028,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,021,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-110684,GALIEN RIVER UPSTREAM NEW BUFFALO WWTP; NEW BUFFALO TOWNSHIP,River/Stream,NA,04040001,NA,NA,NA,NA,41.80957,-86.70803,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,021,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-120221,ST. JOSEPH AT ATHENS ROAD; SEC 22,River/Stream,NA,04050001,NA,NA,NA,NA,42.0266,-85.23456,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,023,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-120222,ST. JOSEPH AT JACKSONBURG; SEC 32,River/Stream,NA,04050001,NA,NA,NA,NA,41.99724,-85.37569,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,149,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-120226,COUNTY DRAIN #30 UPSTREAM OF BRONSON WASTEWATER TREATMENT PL,River/Stream,NA,04050001,NA,NA,NA,NA,41.880648,-85.198267,NA,NA,NA,Interpolation-Spot,NAD83,0,ft,NA,NA,NA,Unknown,US,26,023,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-130002,ST. JOSEPH RIVER AT 14 MILE ROAD.; TEKONSHA TOWNSHIP SEC 29,River/Stream,NA,04050001,NA,NA,NA,NA,42.089726,-85.020838,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,025,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-130045,KALAMAZOO RIVER AT MARSHALL AVE; MARSHALL TWP SEC 25,River/Stream,NA,04050003,NA,NA,NA,NA,42.26167,-84.954448,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,025,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-130176,KALAMAZOO RIVER AT BEDFORD ROAD; CITY OF BATTLE CREEK,River/Stream,NA,04050003,NA,NA,NA,NA,42.337226,-85.231393,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,025,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-130194,NORTH BRANCH KALAMAZOO RIVER AT 29 1/2 MI ROAD; ALBION TWP S,River/Stream,NA,04050003,NA,NA,NA,NA,42.245837,-84.726392,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,025,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-130327,ST. JOSEPH RIVER AT 9 MILE ROAD; T04S R07W S34,River/Stream,NA,04050001,NA,NA,NA,NA,42.0805,-85.1189,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,025,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-130329,ST. JOSEPH RIVER AT 22 MILE ROAD; T05W R04S S11,River/Stream,NA,04050001,NA,NA,NA,NA,42.130833,-84.86556,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,025,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-130331,SOUTH BRANCH KALAMAZOO RIVER AT TWENTY FIVE AND A HALF MILE,River/Stream,NA,04050003,NA,NA,NA,NA,42.161026,-84.802533,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,025,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-140126,"ROCKY RIVER UPSTREAM PIONEER ROAD, MARCELLUS TOWNSHIP, SEC 2",River/Stream,NA,04050001,NA,NA,NA,NA,42.01,-85.8539,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-140133,DOWAGIAC CREEK AT M-62 AT WWTP AT UPSTREAM 001; SILVER CREEK,River/Stream,NA,04050001,NA,NA,NA,NA,41.98412,-86.13197,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-140134,DOWAGIAC CREEK AT M-62 WEST WWTP AT DOWNSTREAM 001; SILVER C,River/Stream,NA,04050001,NA,NA,NA,NA,41.98598,-86.13413,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-140156,"PINE CREEK AT M-51; WAYNE TOWNSHIP, SEC 30",River/Stream,NA,04050001,NA,NA,NA,NA,42.00746,-86.10721,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-140157,"PINE CREEK AT RUDY ROAD; WAYNE TOWNSHIP, SEC 31",River/Stream,NA,04050001,NA,NA,NA,NA,41.99618,-86.09408,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150011,NORTH BRANCH BOYNE RIVER AT US-131; BOYNE VALLEY TOWNSHIP SE,River/Stream,NA,04060105,NA,NA,NA,NA,45.180281,-84.915559,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150100,"BOYNE RIVER AT PARK ST; EVANGELINE TOWNSHIP, SEC 35",River/Stream,NA,04060105,NA,NA,NA,NA,45.213892,-85.013338,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150101,HORTON CR AT BOYNE CITY ROAD; EVANGELINE TOWNSHIP SEC 6,River/Stream,NA,04060105,NA,NA,NA,NA,45.288337,-85.08651,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150105,"LOEB CREEK AT M-66; MARION TOWNSHIP, SEC 1",River/Stream,NA,04060105,NA,NA,NA,NA,45.280004,-85.231948,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150107,"BROWN CR AT M-32; SOUTH ARM TOWNSHIP, SEC 23",River/Stream,NA,04060105,NA,NA,NA,NA,45.15314,-85.12096,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150170,DEER CREEK AT MARVON ROAD; T32N R06W S26,River/Stream,NA,04060105,NA,NA,NA,NA,45.13655,-85.01939,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150172,WARNER CREEK AT BARBER ROAD; T32N R06W S25,River/Stream,NA,04060105,NA,NA,NA,NA,45.14631,-84.98846,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150179,MCGEACH CREEK AT LAKESHORE DRIVE; T33N R09W S31,River/Stream,NA,04060105,NA,NA,NA,NA,45.3025,-85.32639,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150184,"STOVER CREEK AT MARION CENTER ROAD., CHARLEVOIX TOWNSHIP, SE",River/Stream,NA,04060105,NA,NA,NA,NA,45.29823,-85.26525,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150185,"MONROE CREEK AT LA CROIX ROAD., SOUTH ARM TOWNSHIP, SEC 9",River/Stream,NA,04060105,NA,NA,NA,NA,45.18298,-85.17666,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150187,"SOUTH BRANCH BOYNE RIVER AT BOYNE MOUNTAIN ROAD, BOYNE VALLE",River/Stream,NA,04060105,NA,NA,NA,NA,45.15752,-84.92135,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150188,"BEAR RIVER AT COUNTY LINE (BEAR RIVER) ROAD, SECTION 3, MELR",River/Stream,NA,04060105,NA,NA,NA,NA,45.290668,-84.913446,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150189,"SPRINGBROOK UPSTREAM OF SPRINGVALE ROAD, 60 FT UPSTREAM OF C",River/Stream,NA,04060105,NA,NA,NA,NA,45.26167,-84.89583,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150193,"DEER CREEK @ COUNTY ROAD 626 (LAKE OUTLET); WILSON TOWNSHIP,",River/Stream,NA,04060105,NA,NA,NA,NA,45.15517,-84.98109,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150197,"MOYER CREEK @ METROS ROAD; BOYNE VALLEY TOWNSHIP, SEC 27",River/Stream,NA,04060105,NA,NA,NA,NA,45.14641,-84.91636,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150202,PORTER CREEK UPSTREAM ADVANCE - EAST JORDAN ROAD; EVANGELINE,River/Stream,NA,04060105,NA,NA,NA,NA,45.21828,-85.0731,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150203,BIRNEY CREEK UPSTREAM ROGERS ROAD (300 YARDS @ MCNEIL RESIDE,River/Stream,NA,04060105,NA,NA,NA,NA,45.13065,-85.13157,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-150204,"DEER CREEK @ PEARSALL ROAD; WILSON TOWNSHIP, SEC 29",River/Stream,NA,04060105,NA,NA,NA,NA,45.13565,-85.08068,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,029,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-180128,CLAM RIVER AT HASKELL LAKE ROAD,River/Stream,NA,04060102,NA,NA,NA,NA,44.117514,-85.015855,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,035,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-190011,"GRAND RIVER AT STATE ROAD. BRIDGE; EAGLE TOWNSHIP, SEC. 28",River/Stream,NA,04050004,NA,NA,NA,NA,42.784726,-84.798615,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,037,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-190133,LOOKING GLASS RIVER UPSTREAM SOUTHERN CLINTON COUNTY WWTP; D,River/Stream,NA,04050004,NA,NA,NA,NA,42.8268,-84.5986,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,037,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-190134,LOOKING GLASS RIVER DOWNSTREAM SOUTHERN CLINTON COUNTY WWTP;,River/Stream,NA,04050004,NA,NA,NA,NA,42.827,-84.5981,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,037,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-200155,"MANISTEE RIVER U/S CAMERON ROAD; FREDERIC TWP, SEC 19",River/Stream,NA,04060103,NA,NA,NA,NA,44.79993,-84.84048,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-200156,"MANISTEE RIVER U/S OF GOOSE CREEK CAMPGROUND, U/S OF M-72; F",River/Stream,NA,04060103,NA,NA,NA,NA,44.69309,-84.84525,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-210032,STURGEON RIVER AT US FOREST SERV.BR; NAHMA TOWNSHIP SEC 20,River/Stream,NA,04030112,NA,NA,NA,NA,45.834171,-86.668615,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-210093,"ESCANABA RIVER AT MEAD BRIDGE; WELLS TOWNSHIP., SEC. 1",River/Stream,NA,04030110,NA,NA,NA,NA,45.806392,-87.094449,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-210102,ESCANABA RIVER .35M ABV SOO LINE RR; WELLS TOWNSHIP SEC 1,River/Stream,NA,04030110,NA,NA,NA,NA,45.804448,-87.095838,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-210188,SQUAW CREEK AT SOUTH OF COUNTY ROAD 430 / WEST OF COUNTY ROA,River/Stream,NA,04030110,NA,NA,NA,NA,45.982987,-87.224832,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-210211,"ESCANABA RIVER AT BONEY FALLS DAM, SECTION 2",River/Stream,NA,04030110,NA,NA,NA,NA,45.977666,-87.2685,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-210212,"HUNTERS BROOK, SECTION 18",River/Stream,NA,04030109,NA,NA,NA,NA,45.852833,-87.233833,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-210214,"BLACK GEORGE CREEK, ENSIGN TOWNSHIP",River/Stream,NA,04030111,NA,NA,NA,NA,45.880024,-86.915113,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-220100,WEST BRANCH ESCANABA AT CAMPGROUND,River/Stream,NA,04030110,NA,NA,NA,NA,46.188167,-87.7475,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,043,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-230045,GRAND RIVER AT PETRIEVILLE ROAD;EATON RAPIDS TOWNSHIP SEC26,River/Stream,NA,04050004,NA,NA,NA,NA,42.535559,-84.623892,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,045,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-230205,GRAND RIVER AT GRAND WOOD PARK (NORTH OF WILLOW); DELTA TOWN,River/Stream,NA,04050004,NA,NA,NA,NA,42.7605,-84.6126,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,045,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-230212,"BUTTERNUT CREEK @ PECK HWY; EATON TOWNSHIP, SEC 07",River/Stream,NA,04050007,NA,NA,NA,NA,42.58198,-84.82258,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,045,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-230213,"BUTTERNUT CREEK @ LANSING ROAD; EATON TOWNSHIP, SEC 07",River/Stream,NA,04050007,NA,NA,NA,NA,42.57215,-84.82337,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,045,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-230214,GRAND RIVER AT CANAL ROAD,River/Stream,NA,04050004,NA,NA,NA,NA,42.76036,-84.65506,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,045,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-240072,TANNERY CR AT COUNTRY CLUB ROAD;L TRAV TOWNSHIP SEC 34,River/Stream,NA,04060105,NA,NA,NA,NA,45.383892,-84.912504,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,047,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-240142,BEAR RIVER AT US-31; T34N R05W S06,River/Stream,NA,04060105,NA,NA,NA,NA,45.37456,-84.96379,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,047,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-240143,"CARP LAKE RIVER @ CECIL BAY ROAD; WAWATAM TWP, SEC 32",River/Stream,NA,04060105,NA,NA,NA,NA,45.73161,-84.82587,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,047,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-240144,"WYCAMP CREEK U/S 119; CROSS VILLAGE TWP, SEC 35",River/Stream,NA,04060105,NA,NA,NA,NA,45.65105,-85.01335,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,047,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-240145,"TANNERY CREEK U/S US-31; LITTLE TRAVERSE TWP, SEC 33",River/Stream,NA,04060105,NA,NA,NA,NA,45.38816,-84.91437,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,047,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-240146,CARP RIVER AT REED ROAD,River/Stream,NA,04060105,NA,NA,NA,NA,45.67681,-84.79222,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,047,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-280014,"BOARDMAN RIVER AT BEITNER ROAD; GARFIELD TOWNSHIP, SEC 3",River/Stream,NA,04060105,NA,NA,NA,NA,44.675281,-85.630698,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,055,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-280318,"EAST CREEK AT MAYFIELD ROAD UPSTREAM OF BRIDGE, PARADISE TOW",River/Stream,NA,04060105,NA,NA,NA,NA,44.62746,-85.50444,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,055,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-300199,ST. JOSEPH RIVER AT UPSTREAM HILLSDALE WWTP; T06S R03W S22,River/Stream,NA,04050001,NA,NA,NA,NA,41.917778,-84.64028,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,059,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-300207,ST. JOSEPH AT GENESSE ROAD; SEC 32,River/Stream,NA,04050001,NA,NA,NA,NA,41.99938,-84.68552,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,059,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-330153,"SYCAMORE CREEK UPSTREAM OF OUTFALL AT CEMETERY, VEVAY TOWNSH",River/Stream,NA,04050004,NA,NA,NA,NA,42.584726,-84.444171,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,065,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-330154,"SYCAMORE CREEK DOWNSTREAM OF OUTFALL AT CEMETERY, VEVAY TOWN",River/Stream,NA,04050004,NA,NA,NA,NA,42.588615,-84.445281,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,065,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-340025,"GRAND RIVER AT M-66 BRIDGE; IONIA TOWNSHIP, SEC 30",River/Stream,NA,04050006,NA,NA,NA,NA,42.971948,-85.070004,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,067,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-340186,"BELLAMY CREEK AT END OF POTTER'S ROAD, EASTON TOWNSHIP, SECT",River/Stream,NA,04050006,NA,NA,NA,NA,42.97918,-85.11105,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,067,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-340199,"GRAND RIVER AT PORTLAND STATE GAME AREA; DANBY TOWNSHIP, SEC",River/Stream,NA,04050004,NA,NA,NA,NA,42.82397,-84.9304,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,067,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-340208,"TRIBUTARY TO DICKERSON @ FLANNIGAN ROAD; ORLEANS TWP, SEC 14",River/Stream,NA,04050006,NA,NA,NA,NA,43.08636,-85.114901,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,067,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-340209,"TRIBUTARY TO DICKERSON @ KIDDVILLE ROAD; ORLEANS TWP, SEC 10",River/Stream,NA,04050006,NA,NA,NA,NA,43.10462,-85.1302,NA,NA,NA,Interpolation-Spot,NAD27,0,ft,NA,NA,NA,Unknown,US,26,067,NA,NA,NA,NA,NA,NA,NA,NA,STORET
