OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Result
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09568.CHEM,Sample-Routine,Other,NA,2012-08-13,11:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,48,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-08-23,NA,NA,NA,NA,NA,STORET,2012-08-13T16:15:00Z,NA,48
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI26941.CHEM,Sample-Routine,Water,NA,1999-03-24,09:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,69,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,1999-03-24T14:00:00Z,NA,69
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI32759.CHEM,Sample-Routine,Water,NA,2001-09-19,06:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,42,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,2001-09-19T11:00:00Z,NA,42
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09007.CHEM,Sample-Routine,Other,NA,2012-06-25,04:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,61,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-06-27,NA,NA,NA,NA,NA,STORET,2012-06-25T09:40:00Z,NA,61
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA12063.CHEM,Sample-Routine,Water,NA,2002-07-17,02:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,47,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2002-08-07,NA,NA,NA,NA,NA,STORET,2002-07-17T07:15:00Z,NA,47
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB00319.CHEM,Sample-Routine,Other,NA,2010-06-07,04:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,64,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2010-06-18,NA,NA,NA,NA,NA,STORET,2010-06-07T09:40:00Z,NA,64
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA45050.CHEM,Sample-Routine,Water,NA,2006-11-15,03:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,62,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2006-11-27,NA,NA,NA,NA,NA,STORET,2006-11-15T08:15:00Z,NA,62
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33550.CHEM,Sample-Routine,Water,NA,2018-07-02,01:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2064,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,70,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2018-07-16,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2018-07-02T06:15:00Z,NA,70
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA25025.CHEM,Sample-Routine,Water,NA,2004-12-15,05:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,56,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2005-01-04,NA,NA,NA,NA,NA,STORET,2004-12-15T10:40:00Z,NA,56
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB43332.CHEM,Sample-Routine,Water,NA,2020-07-13,01:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,NA,INSTOR_WQX-1918,NA,NA,NA,NA,NA,NA,NA,Miscellaneous (Other),NA,Chloride,Total,78,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2020-07-16,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2020-07-13T06:40:00Z,NA,78
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA15871.CHEM,Sample-Routine,Water,NA,2003-05-08,07:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,59,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2003-05-22,NA,NA,NA,NA,NA,STORET,2003-05-08T12:30:00Z,NA,59
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB38604.CHEM,Sample-Routine,Water,NA,2019-05-09,09:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,52,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2019-05-31,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2019-05-09T14:10:00Z,NA,52
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI23723.CHEM,Sample-Routine,Water,NA,1997-07-23,09:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,36,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1997-07-23T14:00:00Z,NA,36
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI19767.CHEM,Sample-Routine,Water,NA,1995-09-07,06:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,46,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1995-09-07T11:00:00Z,NA,46
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB03372.CHEM,Sample-Routine,Other,NA,2011-05-05,10:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,64,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-05-13,NA,NA,NA,NA,NA,STORET,2011-05-05T15:00:00Z,NA,64
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB35402.CHEM,Sample-Routine,Water,NA,2018-11-01,10:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2064,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,68,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2018-11-13,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2018-11-01T15:50:00Z,NA,68
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA15213.CHEM,Sample-Routine,Water,NA,2003-03-11,09:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,107,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2003-04-03,NA,NA,NA,NA,NA,STORET,2003-03-11T14:20:00Z,NA,107
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB31933.CHEM,Sample-Routine,Water,NA,2018-03-28,09:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2064,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,96,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2018-04-03,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2018-03-28T14:20:00Z,NA,96
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI24195.CHEM,Sample-Routine,Water,NA,1997-10-21,11:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,47,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1997-10-21T16:30:00Z,NA,47
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI27651.CHEM,Sample-Routine,Water,NA,1999-07-28,04:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,39,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,1999-07-28T09:10:00Z,NA,39
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA60828.CHEM,Sample-Routine,Water,NA,2010-02-23,05:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,160,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2010-03-02,NA,NA,NA,NA,NA,STORET,2010-02-23T10:00:00Z,NA,160
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI9871.CHEM,Sample-Routine,Water,NA,1992-01-29,01:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,54,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,1992-01-29T06:30:00Z,NA,54
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI19256.CHEM,Sample-Routine,Water,NA,1995-06-26,02:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,41,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1995-06-26T07:15:00Z,NA,41
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB25238.CHEM,Sample-Routine,Other,NA,2016-05-10,09:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,77,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2016-05-13,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2016-05-10T14:10:00Z,NA,77
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI33145.CHEM,Sample-Routine,Water,NA,2001-11-07,05:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,58,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,2001-11-07T10:30:00Z,NA,58
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI22080.CHEM,Sample-Routine,Water,NA,1996-08-21,11:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,56,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1996-08-21T16:40:00Z,NA,56
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI15612.CHEM,Sample-Routine,Water,NA,1993-10-27,08:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,32,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,1993-10-27T13:30:00Z,NA,32
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI29460.CHEM,Sample-Routine,Water,NA,2000-04-24,03:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,79,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2000-04-24T08:50:00Z,NA,79
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB36099.CHEM,Sample-Routine,Water,NA,2019-02-14,09:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,122,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2019-02-28,NA,Laboratory Reporting Level,12.5,mg/l,NA,STORET,2019-02-14T14:40:00Z,NA,122
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB31251.CHEM,Sample-Routine,Other,NA,2017-12-12,09:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,69,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2017-12-20,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2017-12-12T14:10:00Z,NA,69
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI26084.CHEM,Sample-Routine,Water,NA,1998-09-29,11:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,47,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1998-09-29T16:00:00Z,NA,47
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI27082.CHEM,Sample-Routine,Water,NA,1999-04-28,02:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,48,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,1999-04-28T07:15:00Z,NA,48
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI29055.CHEM,Sample-Routine,Water,NA,2000-02-15,11:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,100,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2000-02-15T16:30:00Z,NA,100
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB37656.CHEM,Sample-Routine,Water,NA,2019-03-05,09:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083,NA,INSTOR_WQX-1918,All pH readings are from pH meter 43 due to hydrolab sensor failure,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,74,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2019-03-22,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2019-03-05T14:30:00Z,NA,74
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB29543.CHEM,Sample-Routine,Other,NA,2017-06-08,09:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,66,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2017-06-12,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2017-06-08T14:00:00Z,NA,66
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI18939.CHEM,Sample-Routine,Water,NA,1995-05-24,01:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,56,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1995-05-24T06:30:00Z,NA,56
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB20140.CHEM,Sample-Routine,Other,NA,2015-01-12,04:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,69,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2015-01-27,NA,NA,NA,NA,NA,STORET,2015-01-12T09:45:00Z,NA,69
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI13383.CHEM,Sample-Routine,Water,NA,1992-10-20,03:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,48,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,1992-10-20T08:40:00Z,NA,48
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI31160.CHEM,Sample-Routine,Water,NA,2001-01-10,12:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,INSTOR_WQX-1918,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,75,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,2001-01-10T17:00:00Z,NA,75
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI23273.CHEM,Sample-Routine,Water,NA,1997-04-02,10:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,60,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1997-04-02T15:00:00Z,NA,60
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI16423.CHEM,Sample-Routine,Water,NA,1994-04-26,05:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,85,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,1994-04-26T10:25:00Z,NA,85
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA53873.CHEM,Sample-Routine,Water,NA,2008-07-01,06:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,63,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2008-07-03,NA,NA,NA,NA,NA,STORET,2008-07-01T11:10:00Z,NA,63
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA50991.CHEM,Sample-Routine,Water,NA,2008-02-12,03:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,NA,INSTOR_WQX-1918,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,79,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2008-02-28,NA,NA,NA,NA,NA,STORET,2008-02-12T08:40:00Z,NA,79
