OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Result
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-11-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,59,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,59
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-10-26,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,70,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,70
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,1999-09-30,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,54.3,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,54.3
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2001-04-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,45,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,45
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2000-10-23,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,55,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,55
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2004-11-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,60,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,60
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2004-06-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,40,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,40
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2004-07-07,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,48,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,48
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2002-02-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,42,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,42
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,1999-04-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,28,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,28
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2001-10-18,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,45,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,45
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2000-07-11,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,50,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,50
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-08-23,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,66,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,66
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-08-02,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,59,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,59
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-05-11,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,57,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,57
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-09-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,72,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,72
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-07-19,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,66,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,66
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-04-11,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,66,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,66
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-06-08,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,56,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,56
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2003-03-19,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,76,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,76
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2002-10-23,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-700123,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,66,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,66
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-VARIOUS-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700561,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,827,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,827
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2001-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700561,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,827,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,827
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2001-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700562,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,60,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,60
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-VARIOUS-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700562,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,60,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,60
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2001-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700562,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,550,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,550
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2001-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700563,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,578,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,578
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-VARIOUS-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700563,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,578,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,578
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2001-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700565,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,80,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,80
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-VARIOUS-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700565,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,80,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,80
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2001-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700566,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,16,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,16
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-VARIOUS-0,Sample,Water,NA,2001-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-700566,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,16,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,16
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-PCBCONV-0,Sample,Water,NA,2002-05-13,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-720136,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,11,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,11
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-PCBCONV-0,Sample,Water,NA,2002-08-05,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-720136,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,16,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,16
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-PCBCONV-0,Sample,Water,NA,2002-10-07,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-720136,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,14,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,14
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-PCBCONV-0,Sample,Water,NA,2002-06-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-720136,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,13,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,13
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2000A-0,Sample,Water,NA,2000-08-16,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-750159,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,37,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,37
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-VARIOUS-0,Sample,Water,NA,2000-08-16,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQCHEM,NA,21MICH-750159,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,37,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,37
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2004-10-06,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,25,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,25
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2000-07-17,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,22,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,22
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2000-11-15,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,23,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,23
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2001-08-29,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,20,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,20
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2002-02-26,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,19,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,19
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2000-10-19,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,22,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,22
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2001-11-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,21,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,21
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2000-08-01,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,20,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,20
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-TREND-0,Sample,Water,NA,2002-04-30,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,21,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,21
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-2005CONV-0,Sample,Water,NA,2005-05-10,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCTMP,NA,21MICH-750273,NA,NA,NA,NA,GRAB,GRAB,GRAB,WSWB,NA,Chloride,Total,25,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDEQ-EPA,21MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,NA,NA,25
