OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName
INSTOR,Indiana STORET,INSTOR-LMJ220-0003,LMJ220-0003,River/Stream,"Out from Sherman St. boat ramp, d/s from gage",04050001,NA,NA,NA,NA,41.69,-85.97,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ220-0010,LMJ220-0010,River/Stream,"Main St, Elkhart",04050001,NA,NA,NA,NA,41.69,-85.97,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ230-0001,LMJ230-0001,River/Stream,CR 42,04050001,NA,NA,NA,NA,41.51,-86.02,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ230-0002,LMJ230-0002,River/Stream,CR 26,04050001,NA,NA,NA,NA,41.62,-86.01,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-10409,LMJ220-0010,River/Stream,"Main St, Elkhart",04050001,NA,NA,NA,NA,41.69225,-85.9759972222,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11765,LMG050-0051,River/Stream,"Trib to Salt Cr & Central Rd, E of Portage, SW of I-80",04040001,NA,NA,NA,NA,41.5759305555,-87.1602944444,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11766,LMG050-0052,River/Stream,"Trib to Salt Cr & Robbins Rd, W of South Haven",04040001,NA,NA,NA,NA,41.5613166666,-87.1531722222,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11767,LMG050-0053,River/Stream,Salt Cr & Lenburg Rd,04040001,NA,NA,NA,NA,41.58365,-87.1374361111,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11769,LMG050-0055,River/Stream,Squirrel Creek & Robbins Rd,04040001,NA,NA,NA,NA,41.5611777777,-87.1387055555,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11773,LMG050-0059,River/Stream,Swanson Lamporte Ditch & 150 West Rd,04040001,NA,NA,NA,NA,41.5715138888,-87.0955555555,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11776,LMG050-0062,River/Stream,"Swanson Lamporte Ditch & 50 West, Just N of 1050 North",04040001,NA,NA,NA,NA,41.5874055555,-87.0762888888,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11778,LMG050-0064,River/Stream,Trib to Swanson Lamporte Ditch & CR 100 W,04040001,NA,NA,NA,NA,41.5729333333,-87.0858833333,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11779,LMG050-0065,River/Stream,Trib of Swanson Lamporte Ditch & CR 50 W,04040001,NA,NA,NA,NA,41.5682138888,-87.0760611111,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11780,LMG050-0066,River/Stream,"Trib of Swanson Lamporte Ditch & Meridian, N of CR 900 W",04040001,NA,NA,NA,NA,41.5670583333,-87.066425,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11781,LMG050-0067,River/Stream,Trib of Damon Run & Meridian,04040001,NA,NA,NA,NA,41.5570833333,-87.0663333333,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11787,LMG050-0072,River/Stream,Trib of Salt Cr & CR 700,04040001,NA,NA,NA,NA,41.5354777777,-87.0830472222,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11792,LMG050-0077,River/Stream,Salt Creek & CR 700 N,04040001,NA,NA,NA,NA,41.53575,-87.1227138888,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11795,LMG050-0080,River/Stream,Salt Cr & CR 600 N,04040001,NA,NA,NA,NA,41.5211833333,-87.1287583333,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11796,LMG050-0081,River/Stream,"Trib of Salt Cr & CR 650 W, N of CR 550 N",04040001,NA,NA,NA,NA,41.5181,-87.114325,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11798,LMG050-0083,River/Stream,"Trib of Salt Cr & McCool Rd, Near intersection of McCool and Sturgeon Rd",04040001,NA,NA,NA,NA,41.5130277777,-87.1433888888,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11800,LMG050-0085,River/Stream,Trib of Slat Cr & CR 475 W,04040001,NA,NA,NA,NA,41.488475,-87.1577555555,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11801,LMG050-0086,River/Stream,Salt Cr & CR 400 N,04040001,NA,NA,NA,NA,41.4925277777,-87.1377666666,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11806,LMG050-0091,River/Stream,Trib of Salt Cr & CR 150 W (Hayes Leonard Rd),04040001,NA,NA,NA,NA,41.4535972222,-87.0948305555,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11807,LMG050-0092,River/Stream,Salt Cr & CR 250 W,04040001,NA,NA,NA,NA,41.4782611111,-87.1141194444,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11814,LMG050-0099,River/Stream,Pepper Creek & CR 250 W (Tower Rd),04040001,NA,NA,NA,NA,41.49565,-87.1142861111,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11816,LMG050-0101,River/Stream,"Trib of Salt Cr & Comford Rd, SW of US 30 ramp",04040001,NA,NA,NA,NA,41.4515388888,-87.0297694444,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11818,LMG050-0103,River/Stream,Block Ditch & CR 50 W,04040001,NA,NA,NA,NA,41.448425,-87.0753944444,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11819,LMG050-0104,River/Stream,Block Ditch & CR 100 W,04040001,NA,NA,NA,NA,41.4460916666,-87.0850638888,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11822,LMG050-0107,River/Stream,Parker Ditch & intersection of Meridian and Division,04040001,NA,NA,NA,NA,41.4354861111,-87.065775,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11823,LMG050-0108,River/Stream,"Parker Ditch & Sager Rd, W of CR 150 W",04040001,NA,NA,NA,NA,41.4156194444,-87.0421805555,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11973,LMG050-0111,River/Stream,SR 130 north of Howe,04040001,NA,NA,NA,NA,41.477225,-87.0847472222,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11974,LMG050-0112,River/Stream,SR 2 south of US 30,04040001,NA,NA,NA,NA,41.4584222222,-87.0636638888,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11975,LMG050-0113,River/Stream,From Joliet take a right on Lincoln Hills then  right again on Weblos,04040001,NA,NA,NA,NA,41.4691277777,-87.1097083333,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11979,LMG050-0115,River/Stream,Not a bridge crossing but should be along side of road,04040001,NA,NA,NA,NA,41.5642666666,-87.0534416666,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11980,LMG050-0116,River/Stream,NA,04040001,NA,NA,NA,NA,41.5497833333,-87.1359944444,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11982,LMG050-0118,River/Stream,NA,04040001,NA,NA,NA,NA,41.4389861111,-87.1140388888,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11983,LMG050-0119,River/Stream,NA,04040001,NA,NA,NA,NA,41.5513722222,-87.073625,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11995,LMJ110-0087,River/Stream,Walking path north of Angola STP,04050001,NA,NA,NA,NA,41.6312694444,-84.9828333333,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-11997,LMJ110-0088,River/Stream,South of Angola Middle School,04050001,NA,NA,NA,NA,41.6282111111,-84.9785194444,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-12708,LMJ110-0099,River/Stream,Hanselman Rd,04050001,NA,NA,NA,NA,41.6044472222,-84.9423,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-12709,LMJ110-0100,River/Stream,Metz Rd,04050001,NA,NA,NA,NA,41.6208527777,-84.9304416666,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-12710,LMJ110-0101,River/Stream,US Hwy 20,04050001,NA,NA,NA,NA,41.6318972222,-84.9375,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-12712,LMJ110-0102,River/Stream,CR 350E,04050001,NA,NA,NA,NA,41.6364027777,-84.9253,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-12713,LMJ110-0103,River/Stream,CR 20N,04050001,NA,NA,NA,NA,41.6470861111,-84.9276722222,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13101,LMJ180-0049,River/Stream,CR 50 W,04050001,NA,NA,NA,NA,41.3700714097,-85.4389961463,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13102,LMJ110-0124,River/Stream,Bill Deller Rd,04050001,NA,NA,NA,NA,41.5970256052,-84.9718110391,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13108,LMG060-0040,River/Stream,1100 N,04040001,NA,NA,NA,NA,41.5940077536,-87.0401053188,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13109,LMJ110-0125,River/Stream,CR 425 S,04050001,NA,NA,NA,NA,41.5836014138,-85.2188597838,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13118,LMJ210-0030,River/Stream,Oxbow Dr.,04050001,NA,NA,NA,NA,41.6447802455,-85.9128266325,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13120,LMG070-0038,River/Stream,Karwick Rd,04040001,NA,NA,NA,NA,41.7081875391,-86.8566543972,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13124,LMG050-0121,River/Stream,SR 130,04040001,NA,NA,NA,NA,41.4764500308,-87.0848869391,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13138,LMJ190-0031,River/Stream,CR 127,04050001,NA,NA,NA,NA,41.5008484064,-85.7798121828,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13142,LMJ190-0032,River/Stream,Sparta Lake Rd,04050001,NA,NA,NA,NA,41.3957719922,-85.5740041008,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13146,LMJ240-0046,River/Stream,Ireland Rd,04050001,NA,NA,NA,NA,41.6298367144,-86.2763019475,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13147,LMG100-0009,River/Stream,CR 1000 N,04040001,NA,NA,NA,NA,41.7528520762,-86.5604444717,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13151,LMJ130-0008,River/Stream,Antone Rd,04050001,NA,NA,NA,NA,41.7434401919,-85.8018694933,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13154,LMJ170-0080,River/Stream,Northport Rd,04050001,NA,NA,NA,NA,41.5067896999,-85.3948266758,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13155,LMJ110-0128,River/Stream,CR 200,04050001,NA,NA,NA,NA,41.673610468,-85.2050989661,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13157,LMG040-0012,River/Stream,Riverside Dr,04040001,NA,NA,NA,NA,41.5672496655,-87.2549900733,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13163,LMJ140-0118,River/Stream,CR 35,04050001,NA,NA,NA,NA,41.7170034255,-85.7360620205,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13165,LMG030-0028,River/Stream,101st Ave,04040001,NA,NA,NA,NA,41.439558863,-87.4396042047,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13167,LMJ120-0048,River/Stream,CR 100 W,04050001,NA,NA,NA,NA,41.7149853522,-85.4500777713,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13169,LMG060-0041,River/Stream,CR 450 E,04040001,NA,NA,NA,NA,41.6232031591,-86.9820302816,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13170,LMJ140-0119,River/Stream,CR 300S,04050001,NA,NA,NA,NA,41.5969323958,-85.5568643222,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13171,LMJ110-0129,River/Stream,600 W,04050001,NA,NA,NA,NA,41.6274097413,-85.1021461338,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13174,LMJ180-0052,River/Stream,500 E,04050001,NA,NA,NA,NA,41.3845622144,-85.3370748013,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13178,LMJ200-0060,River/Stream,CR 56,04050001,NA,NA,NA,NA,41.4324654608,-85.7731630977,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,085,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13181,LMG030-0029,River/Stream,100th Ave,04040001,NA,NA,NA,NA,41.4370590494,-87.3415953677,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13188,LMJ150-0023,River/Stream,Sunnyside Rd,04050001,NA,NA,NA,NA,41.70590794,-85.89064202,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13240,LMJ220-0014,River/Stream,David Dr.,04050001,NA,NA,NA,NA,41.702305863,-86.05353902,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13502,LMG100-0010,River/Stream,CR 650 N,04040001,NA,NA,NA,NA,41.70109,-86.7250608333,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13503,LMG100-0011,River/Stream,CR 800 N,04040001,NA,NA,NA,NA,41.7222941666,-86.6487077777,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13504,LMG100-0012,River/Stream,Wilhelm Rd,04040001,NA,NA,NA,NA,41.7268677777,-86.7096055555,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13505,LMG100-0013,River/Stream,CR 900 N,04040001,NA,NA,NA,NA,41.7380305555,-86.6895888888,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13506,LMG100-0014,River/Stream,Fail Rd,04040001,NA,NA,NA,NA,41.7308155555,-86.6618844444,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13507,LMG100-0015,River/Stream,CR 1000 N,04040001,NA,NA,NA,NA,41.7531236111,-86.6678427777,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-13509,LMG100-0017,River/Stream,CR 1000 N,04040001,NA,NA,NA,NA,41.7529836111,-86.6129472222,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15207,LMG-04-0001,River/Stream,Howe Road,04040001,NA,NA,NA,NA,41.622533,-87.094516,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15208,LMG-04-0002,River/Stream,Howe Road,04040001,NA,NA,NA,NA,41.620309,-87.091617,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15209,LMG-04-0003,River/Stream,Mineral Springs Road,04040001,NA,NA,NA,NA,41.607661,-87.094115,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15210,LMG-04-0004,River/Stream,Howe Road,04040001,NA,NA,NA,NA,41.622104,-87.087075,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15211,LMG-04-0005,River/Stream,Waverly Road,04040001,NA,NA,NA,NA,41.62219,-87.067504,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15212,LMG-04-0006,River/Stream,Calumet Road,04040001,NA,NA,NA,NA,41.621305,-87.049151,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15213,LMG-04-0007,River/Stream,Calumet Road,04040001,NA,NA,NA,NA,41.617223,-87.050261,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
